source,title,link,published,index,cluster
Interfax,Лавров сообщил о договоренности с Рубио о третьем раунде консультаций осенью,https://www.interfax.ru/russia/1049668,"Sat, 27 Sep 2025 20:56:00 +0300",43,0
Interfax,Лавров заявил о стремлении Запада экономически удушить Тегеран,https://www.interfax.ru/russia/1049667,"Sat, 27 Sep 2025 20:53:00 +0300",44,2
Interfax,"Что произошло за день: суббота, 27 сентября",https://www.interfax.ru/russia/1049665,"Sat, 27 Sep 2025 20:30:00 +0300",45,4
Interfax,В России не видят отхода США от курса на ведение честного диалога,https://www.interfax.ru/russia/1049666,"Sat, 27 Sep 2025 20:23:00 +0300",46,2
Interfax,"""Ливерпуль"" впервые проиграл в сезоне в АПЛ",https://www.sport-interfax.ru/1049663,"Sat, 27 Sep 2025 19:41:00 +0300",47,1
Interfax,"""Атлетико"" разгромил ""Реал"" в чемпионате Испании по футболу",https://www.sport-interfax.ru/1049662,"Sat, 27 Sep 2025 19:33:00 +0300",48,2
Interfax,Глава МИД РФ назвал реализацию предложения по ДСНВ возможностью избежать гонки вооружений,https://www.interfax.ru/russia/1049661,"Sat, 27 Sep 2025 19:27:00 +0300",49,3
Interfax,"Лавров заявил, что у Киева и европейцев не видно готовности договариваться о мире по-честному",https://www.interfax.ru/russia/1049660,"Sat, 27 Sep 2025 19:24:00 +0300",50,1
Interfax,Минобороны РФ сообщило о поражении семи беспилотников ВСУ над тремя регионами,https://www.interfax.ru/russia/1049659,"Sat, 27 Sep 2025 18:58:00 +0300",51,3
Interfax,На Цветном бульваре в Москве восстановили движение после детского велофестиваля,https://www.interfax.ru/moscow/1049658,"Sat, 27 Sep 2025 18:53:00 +0300",52,3
Interfax,"Кириенко заявил о мировом лидерстве ""Росатома"" в атомной отрасли",https://www.interfax.ru/business/1049657,"Sat, 27 Sep 2025 18:53:00 +0300",53,1
Interfax,"""Локомотив"" выиграл у ""Рубина"" и вышел на первое место в РПЛ",https://www.sport-interfax.ru/1049656,"Sat, 27 Sep 2025 18:24:00 +0300",54,1
Interfax,Президент Ирана отверг требования США выдать обогащенный уран в обмен на трехмесячную отсрочку санкций,https://www.interfax.ru/world/1049655,"Sat, 27 Sep 2025 17:49:00 +0300",55,0
Interfax,"""Ак Барс"" прервал пятиматчевую серию побед ""Металлурга"" в КХЛ",https://www.sport-interfax.ru/1049654,"Sat, 27 Sep 2025 17:47:00 +0300",56,4
Interfax,Роспотребнадзор отправил Турции запрос в связи с массовым отравлением в отеле,https://www.interfax.ru/russia/1049653,"Sat, 27 Sep 2025 16:27:00 +0300",57,2
Interfax,Сход селя в горах Дагестана оставил без транспортного сообщения 19 сел,https://www.interfax.ru/russia/1049652,"Sat, 27 Sep 2025 16:02:00 +0300",58,0
TASS,Лавров: РФ и страны Сахеля планируют сотрудничать в энергетике и гуманитарной сфере,https://tass.ru/politika/25184433,"Sat, 27 Sep 2025 21:42:21 +0300",59,3
TASS,Лавров: Франция симпатизирует террористам в Мали за сближение Бамако с Москвой,https://tass.ru/politika/25184413,"Sat, 27 Sep 2025 21:41:27 +0300",60,1
TASS,Telegraph: британского политика задержали в Лондоне по возвращении из Москвы,https://tass.ru/mezhdunarodnaya-panorama/25184369,"Sat, 27 Sep 2025 21:40:15 +0300",61,2
TASS,Адвоката Никитина задержали по обвинению в покушении на незаконный сбыт наркотиков,https://tass.ru/proisshestviya/25184349,"Sat, 27 Sep 2025 21:37:51 +0300",62,0
TASS,Лавров указал на нелогичную смену позиции Украины по переговорам с Россией,https://tass.ru/politika/25184357,"Sat, 27 Sep 2025 21:37:04 +0300",63,1
TASS,При ударе ВСУ по Селидову в ДНР погиб мирный житель,https://tass.ru/proisshestviya/25184309,"Sat, 27 Sep 2025 21:31:16 +0300",64,4
TASS,В Туве легковой автомобиль врезался в трактор,https://tass.ru/proisshestviya/25184235,"Sat, 27 Sep 2025 21:28:51 +0300",65,1
TASS,"Покер Глушенкова помог ""Зениту"" разгромить ""Оренбург"" в матче РПЛ",https://tass.ru/sport/25184287,"Sat, 27 Sep 2025 21:28:25 +0300",66,4
TASS,Лавров указал на расхождение сведений в газетах США о переговорах Трампа и Зеленского,https://tass.ru/politika/25184223,"Sat, 27 Sep 2025 21:28:05 +0300",67,0
TASS,"МО РФ предложило изменить список болезней, запрещающих заключать контракт",https://tass.ru/armiya-i-opk/25184197,"Sat, 27 Sep 2025 21:25:47 +0300",68,3
TASS,МИД РФ: европейские попытки возобновить санкции ООН против Ирана провалились,https://tass.ru/politika/25184139,"Sat, 27 Sep 2025 21:24:01 +0300",69,3
TASS,Балицкий: на Запорожье из-за атаки ВСУ произошло отключение электричества,https://tass.ru/proisshestviya/25184081,"Sat, 27 Sep 2025 21:19:26 +0300",70,2
TASS,МИД РФ: сторонники давления на Иран хотят избавиться от вины за атаки,https://tass.ru/politika/25184073,"Sat, 27 Sep 2025 21:17:56 +0300",71,3
TASS,Virtus.pro не примет участия в турнире в Швеции из-за проблем со страховкой,https://tass.ru/sport/25184041,"Sat, 27 Sep 2025 21:13:30 +0300",72,1
TASS,Лавров дал определение дипломатии,https://tass.ru/politika/25183985,"Sat, 27 Sep 2025 21:09:46 +0300",73,0
TASS,"Лавров: Россия не хочет, чтобы курдская проблема взорвалась",https://tass.ru/politika/25183933,"Sat, 27 Sep 2025 21:07:35 +0300",74,1
TASS,Лавров: украинские специалисты обучают группировки в Мали,https://tass.ru/politika/25183965,"Sat, 27 Sep 2025 21:07:18 +0300",75,1
TASS,Посольство РФ в Кении опровергло информацию об аресте россиянина в Найроби,https://tass.ru/mezhdunarodnaya-panorama/25183885,"Sat, 27 Sep 2025 21:07:15 +0300",76,3
TASS,НАТО усилит наблюдение в Балтийском море после инцидентов с БПЛА в Дании,https://tass.ru/mezhdunarodnaya-panorama/25183905,"Sat, 27 Sep 2025 21:03:01 +0300",77,2
TASS,Офис Бербок объяснил отключение ее микрофона на словах о России,https://tass.ru/mezhdunarodnaya-panorama/25183847,"Sat, 27 Sep 2025 21:00:50 +0300",78,3
Lenta.ru,Лавров отказал журналисту в ответ на просьбу перейти на английский,https://lenta.ru/news/2025/09/27/lavrov-otkazal-zhurnalistu-v-otvet-na-prosbu-pereyti-na-angliyskiy/,"Sat, 27 Sep 2025 21:42:55 +0300",79,0
Lenta.ru,Лавров указал на помощь Киеву во всех «пакостях» от Лондона,https://lenta.ru/news/2025/09/27/lavrov-ukazal-na-pomosch-kievu-vo-vseh-pakostyah-ot-londona/,"Sat, 27 Sep 2025 21:40:01 +0300",80,1
Lenta.ru,«Зенит» разгромил аутсайдера РПЛ,https://lenta.ru/news/2025/09/27/zenit-razgromil-autsaydera-rpl/,"Sat, 27 Sep 2025 21:37:46 +0300",81,2
Lenta.ru,Орбан потребовал от Зеленского прекратить донимать Венгрию,https://lenta.ru/news/2025/09/27/orban-potreboval-ot-zelenskogo-prekratit-donimat-vengriyu/,"Sat, 27 Sep 2025 21:37:00 +0300",82,4
Lenta.ru,Лавров вспомнил легенду о Сталине и перемещении штаб-квартиры ООН,https://lenta.ru/news/2025/09/27/lavrov-vspomnil-legendu-o-staline-i-peremeschenii-shtab-kvartiry-oon/,"Sat, 27 Sep 2025 21:32:00 +0300",83,0
Lenta.ru,На Украине признали проблемы со снабжением ВСУ в Покровске,https://lenta.ru/news/2025/09/27/na-ukraine-priznali-problemy-so-snabzheniem-vsu-v-pokrovske/,"Sat, 27 Sep 2025 21:28:23 +0300",84,4
Lenta.ru,Норвегия и Нидерланды сообщили о неизвестных дронах,https://lenta.ru/news/2025/09/27/norvegiya-i-niderlandy-soobschili-o-neizvestnyh-dronah/,"Sat, 27 Sep 2025 21:28:00 +0300",85,0
Lenta.ru,Лавров рассказал о зависимости европейских лидеров от Трампа,https://lenta.ru/news/2025/09/27/lavrov-rasskazal-o-zavisimosti-evropeyskih-liderov-ot-trampa/,"Sat, 27 Sep 2025 21:26:00 +0300",86,1
Lenta.ru,Лавров рассказал об ответе ООН на просьбу раскрыть имена якобы жертв в Буче,https://lenta.ru/news/2025/09/27/lavrov-raskryl-otvet-oon-na-prosbu-raskryt-imena-yakoby-zhertv-intsidenta-v-buche/,"Sat, 27 Sep 2025 21:21:00 +0300",87,1
Lenta.ru,Лавров назвал проявлениями публичной дипломатии слова Трампа о России,https://lenta.ru/news/2025/09/27/lavrov-nazval-proyavleniyami-publichnoy-diplomatii-slova-trampa-o-rossii/,"Sat, 27 Sep 2025 21:13:00 +0300",88,0
Lenta.ru,«Краснодар» сыграл вничью с «Ростовом» в матче РПЛ,https://lenta.ru/news/2025/09/27/krasnodar-sygral-vnichyu-s-rostovom-v-matche-rpl/,"Sat, 27 Sep 2025 21:01:56 +0300",89,2
Lenta.ru,Анонсировано последнее интервью Тиграна Кеосаяна,https://lenta.ru/news/2025/09/27/anonsirovano-poslednee-intervyu-tigrana-keosayana/,"Sat, 27 Sep 2025 21:00:00 +0300",90,2
Lenta.ru,ВСУ ударили ракетами по российскому региону,https://lenta.ru/news/2025/09/27/vsu-udarili-raketami-po-rossiyskomu-regionu/,"Sat, 27 Sep 2025 20:54:00 +0300",91,2
Lenta.ru,Эрдоган заявил о выступавшем перед пустыми креслами Нетаньяху,https://lenta.ru/news/2025/09/27/erdogan-zayavil-o-vystupavshem-pered-pustymi-kreslami-netanyahu/,"Sat, 27 Sep 2025 20:49:00 +0300",92,2
Lenta.ru,Лавров высказался об обсуждении новых ударов по Ирану,https://lenta.ru/news/2025/09/27/lavrov-vyskazalsya-ob-obsuzhdenii-novyh-udarov-po-iranu/,"Sat, 27 Sep 2025 20:48:00 +0300",93,0
Lenta.ru,Лавров заявил о тревоге России из-за заявлений о третьей мировой войне,https://lenta.ru/news/2025/09/27/lavrov-zayavil-o-trevoge-rossii-iz-za-zayavleniy-o-tretiey-mirovoy-voyne/,"Sat, 27 Sep 2025 20:47:00 +0300",94,0
Lenta.ru,Лавров предупредил о последствиях ударов извне по объектам в воздушном пространстве России,https://lenta.ru/news/2025/09/27/lavrov-predupredil-o-posledstviyah-udarov-izvne-po-ob-ektam-v-vozdushnom-prostranstve-rossii/,"Sat, 27 Sep 2025 20:46:00 +0300",95,0
Lenta.ru,Захарова рассказала о конфузе на Генассамблее ООН,https://lenta.ru/news/2025/09/27/zaharova-rasskazala-o-konfuze-na-genassamblee-oon/,"Sat, 27 Sep 2025 20:42:00 +0300",96,3
Lenta.ru,По лагерю британского спецназа на Украине нанесли удар,https://lenta.ru/news/2025/09/27/po-lageryu-britanskogo-spetsnaza-na-ukraine-nanesen-udar/,"Sat, 27 Sep 2025 20:37:00 +0300",97,2
Lenta.ru,Лавров ответил на вопрос о возвращении Украины к границам 2022 года,https://lenta.ru/news/2025/09/27/lavrov-otvetil-na-vopros-o-vozvraschenii-ukrainy-k-granitsam-2022-goda/,"Sat, 27 Sep 2025 20:33:00 +0300",98,0
�м 2022 года,https://lenta.ru/news/2025/09/27/lavrov-otvetil-na-vopros-o-vozvraschenii-ukrainy-k-granitsam-2022-goda/,"Sat, 27 Sep 2025 20:33:00 +0300",98,1
